dataset,variable,value,label
hh,HH16,2,FRANÇAIS
hh,HH16,6,AUTRE LANGUE
hh,HH17,1,"OUI, QUESTIONNAIRE ENTIER"
hh,HH17,2,"OUI, PARTIES DU QUESTIONNAIRE"
hh,HH17,3,"NON, PAS BESOIN"
hh,HH33X$01,1,"OUI, PERMISSION DONNEE"
hh,HH33X$01,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$02,1,"OUI, PERMISSION DONNEE"
hh,HH33X$02,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$03,1,"OUI, PERMISSION DONNEE"
hh,HH33X$03,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$04,1,"OUI, PERMISSION DONNEE"
hh,HH33X$04,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$05,1,"OUI, PERMISSION DONNEE"
hh,HH33X$05,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$06,1,"OUI, PERMISSION DONNEE"
hh,HH33X$06,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$07,1,"OUI, PERMISSION DONNEE"
hh,HH33X$07,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$08,1,"OUI, PERMISSION DONNEE"
hh,HH33X$08,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$09,1,"OUI, PERMISSION DONNEE"
hh,HH33X$09,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$10,1,"OUI, PERMISSION DONNEE"
hh,HH33X$10,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$11,1,"OUI, PERMISSION DONNEE"
hh,HH33X$11,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$12,1,"OUI, PERMISSION DONNEE"
hh,HH33X$12,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$13,1,"OUI, PERMISSION DONNEE"
hh,HH33X$13,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$14,1,"OUI, PERMISSION DONNEE"
hh,HH33X$14,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$15,1,"OUI, PERMISSION DONNEE"
hh,HH33X$15,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$16,1,"OUI, PERMISSION DONNEE"
hh,HH33X$16,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$17,1,"OUI, PERMISSION DONNEE"
hh,HH33X$17,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$18,1,"OUI, PERMISSION DONNEE"
hh,HH33X$18,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$19,1,"OUI, PERMISSION DONNEE"
hh,HH33X$19,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$20,1,"OUI, PERMISSION DONNEE"
hh,HH33X$20,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$21,1,"OUI, PERMISSION DONNEE"
hh,HH33X$21,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$22,1,"OUI, PERMISSION DONNEE"
hh,HH33X$22,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$23,1,"OUI, PERMISSION DONNEE"
hh,HH33X$23,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$24,1,"OUI, PERMISSION DONNEE"
hh,HH33X$24,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$25,1,"OUI, PERMISSION DONNEE"
hh,HH33X$25,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$26,1,"OUI, PERMISSION DONNEE"
hh,HH33X$26,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$27,1,"OUI, PERMISSION DONNEE"
hh,HH33X$27,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$28,1,"OUI, PERMISSION DONNEE"
hh,HH33X$28,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$29,1,"OUI, PERMISSION DONNEE"
hh,HH33X$29,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$30,1,"OUI, PERMISSION DONNEE"
hh,HH33X$30,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$31,1,"OUI, PERMISSION DONNEE"
hh,HH33X$31,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$32,1,"OUI, PERMISSION DONNEE"
hh,HH33X$32,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$33,1,"OUI, PERMISSION DONNEE"
hh,HH33X$33,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$34,1,"OUI, PERMISSION DONNEE"
hh,HH33X$34,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$35,1,"OUI, PERMISSION DONNEE"
hh,HH33X$35,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$36,1,"OUI, PERMISSION DONNEE"
hh,HH33X$36,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$37,1,"OUI, PERMISSION DONNEE"
hh,HH33X$37,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$38,1,"OUI, PERMISSION DONNEE"
hh,HH33X$38,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$39,1,"OUI, PERMISSION DONNEE"
hh,HH33X$39,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$40,1,"OUI, PERMISSION DONNEE"
hh,HH33X$40,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$41,1,"OUI, PERMISSION DONNEE"
hh,HH33X$41,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$42,1,"OUI, PERMISSION DONNEE"
hh,HH33X$42,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$43,1,"OUI, PERMISSION DONNEE"
hh,HH33X$43,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$44,1,"OUI, PERMISSION DONNEE"
hh,HH33X$44,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$45,1,"OUI, PERMISSION DONNEE"
hh,HH33X$45,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$46,1,"OUI, PERMISSION DONNEE"
hh,HH33X$46,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$47,1,"OUI, PERMISSION DONNEE"
hh,HH33X$47,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$48,1,"OUI, PERMISSION DONNEE"
hh,HH33X$48,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$49,1,"OUI, PERMISSION DONNEE"
hh,HH33X$49,2,"NON, PERMISSION NON DONNEE"
hh,HH33X$50,1,"OUI, PERMISSION DONNEE"
hh,HH33X$50,2,"NON, PERMISSION NON DONNEE"
hh,HH33,1,OUI pour toutes les filles de 15-17 ans
hh,HH33,2,NON pour au moins une fille de 15-17 ans et ‘OUI’ pour au moins une fille de 15-17 ans
hh,HH33,3,NON pour toutes les filles de 15-17ans
hh,HH39X$01,1,"OUI, PERMISSION DONNEE"
hh,HH39X$01,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$02,1,"OUI, PERMISSION DONNEE"
hh,HH39X$02,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$03,1,"OUI, PERMISSION DONNEE"
hh,HH39X$03,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$04,1,"OUI, PERMISSION DONNEE"
hh,HH39X$04,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$05,1,"OUI, PERMISSION DONNEE"
hh,HH39X$05,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$06,1,"OUI, PERMISSION DONNEE"
hh,HH39X$06,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$07,1,"OUI, PERMISSION DONNEE"
hh,HH39X$07,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$08,1,"OUI, PERMISSION DONNEE"
hh,HH39X$08,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$09,1,"OUI, PERMISSION DONNEE"
hh,HH39X$09,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$10,1,"OUI, PERMISSION DONNEE"
hh,HH39X$10,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$11,1,"OUI, PERMISSION DONNEE"
hh,HH39X$11,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$12,1,"OUI, PERMISSION DONNEE"
hh,HH39X$12,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$13,1,"OUI, PERMISSION DONNEE"
hh,HH39X$13,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$14,1,"OUI, PERMISSION DONNEE"
hh,HH39X$14,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$15,1,"OUI, PERMISSION DONNEE"
hh,HH39X$15,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$16,1,"OUI, PERMISSION DONNEE"
hh,HH39X$16,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$17,1,"OUI, PERMISSION DONNEE"
hh,HH39X$17,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$18,1,"OUI, PERMISSION DONNEE"
hh,HH39X$18,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$19,1,"OUI, PERMISSION DONNEE"
hh,HH39X$19,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$20,1,"OUI, PERMISSION DONNEE"
hh,HH39X$20,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$21,1,"OUI, PERMISSION DONNEE"
hh,HH39X$21,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$22,1,"OUI, PERMISSION DONNEE"
hh,HH39X$22,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$23,1,"OUI, PERMISSION DONNEE"
hh,HH39X$23,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$24,1,"OUI, PERMISSION DONNEE"
hh,HH39X$24,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$25,1,"OUI, PERMISSION DONNEE"
hh,HH39X$25,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$26,1,"OUI, PERMISSION DONNEE"
hh,HH39X$26,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$27,1,"OUI, PERMISSION DONNEE"
hh,HH39X$27,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$28,1,"OUI, PERMISSION DONNEE"
hh,HH39X$28,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$29,1,"OUI, PERMISSION DONNEE"
hh,HH39X$29,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$30,1,"OUI, PERMISSION DONNEE"
hh,HH39X$30,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$31,1,"OUI, PERMISSION DONNEE"
hh,HH39X$31,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$32,1,"OUI, PERMISSION DONNEE"
hh,HH39X$32,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$33,1,"OUI, PERMISSION DONNEE"
hh,HH39X$33,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$34,1,"OUI, PERMISSION DONNEE"
hh,HH39X$34,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$35,1,"OUI, PERMISSION DONNEE"
hh,HH39X$35,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$36,1,"OUI, PERMISSION DONNEE"
hh,HH39X$36,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$37,1,"OUI, PERMISSION DONNEE"
hh,HH39X$37,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$38,1,"OUI, PERMISSION DONNEE"
hh,HH39X$38,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$39,1,"OUI, PERMISSION DONNEE"
hh,HH39X$39,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$40,1,"OUI, PERMISSION DONNEE"
hh,HH39X$40,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$41,1,"OUI, PERMISSION DONNEE"
hh,HH39X$41,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$42,1,"OUI, PERMISSION DONNEE"
hh,HH39X$42,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$43,1,"OUI, PERMISSION DONNEE"
hh,HH39X$43,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$44,1,"OUI, PERMISSION DONNEE"
hh,HH39X$44,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$45,1,"OUI, PERMISSION DONNEE"
hh,HH39X$45,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$46,1,"OUI, PERMISSION DONNEE"
hh,HH39X$46,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$47,1,"OUI, PERMISSION DONNEE"
hh,HH39X$47,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$48,1,"OUI, PERMISSION DONNEE"
hh,HH39X$48,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$49,1,"OUI, PERMISSION DONNEE"
hh,HH39X$49,2,"NON, PERMISSION NON DONNEE"
hh,HH39X$50,1,"OUI, PERMISSION DONNEE"
hh,HH39X$50,2,"NON, PERMISSION NON DONNEE"
hh,HH39,1,OUI pour tous les garçons de 15-17 ans
hh,HH39,2,NON pour au moins un garçon de 15-17 ans et ‘OUI’ pour au moins un garçon de 15-17 ans
hh,HH39,3,NON pour tous les garçons de 15-17 ans
hh,HH44,1,"OUI, PERMISSION DONNEE"
hh,HH44,2,"NON, PERMISSION NON DONNEE"
hh,HH44A,1,OUI
hh,HH44A,2,NON
hh,HH44B,1,OUI
hh,HH44B,2,NON
hh,HH44C,1,OUI
hh,HH44C,2,NON
hh,HH44D,1,OUI
hh,HH44D,2,NON
hh,HH44F_P1,1,OUI
hh,HH44F_P1,2,NON
hh,HH44F_P2,1,OUI
hh,HH44F_P2,2,NON
hh,HH44F_P3,1,OUI
hh,HH44F_P3,2,NON
hh,HH44I_P1,1,OUI
hh,HH44I_P1,2,NON
hh,HH44I_P2,1,OUI
hh,HH44I_P2,2,NON
hh,HH44I_P3,1,OUI
hh,HH44I_P3,2,NON
hh,INTROHL,1,Continuer
hh,HHAUX,1,OUI
hh,HHAUX,2,NON
hh,HHWQ,1,SUITE
hh,HHFIN,1,Revoir questionnaire
hh,HHFIN,2,aAjouter notes
hh,HHFIN,3,Sauvegarder questionnaire et finir
hh,HC3,95,95+
hh,HC3,99,NON REPONSE
hh,HC4,11,TERRE / NATURE
hh,HC4,12,BOUSE
hh,HC4,21,PLANCHES DE BOIS
hh,HC4,22,PALME / BAMBOU
hh,HC4,31,PARQUET EN BOIS OU BOIS POLI
hh,HC4,33,CARRELAGE EN CERAMIQUE
hh,HC4,34,CIMENT
hh,HC4,35,MOQUETTE / TAPIS
hh,HC4,96,AUTRE
hh,HC4,99,NON REPONSE
hh,HC5,11,PAS DE TOIT
hh,HC5,12,CHAUME / FEUILLE DE PALME
hh,HC5,13,HERBES
hh,HC5,21,NATTE
hh,HC5,22,PALMIER / BAMBOU
hh,HC5,23,PLANCHES EN BOIS
hh,HC5,24,CARTON
hh,HC5,31,METAL / ALUMINIUM
hh,HC5,32,BOIS
hh,HC5,33,CALAMINE / FIBRE DE CIMENT
hh,HC5,34,TUILES EN CERAMIQUE
hh,HC5,35,CIMENT
hh,HC5,36,TOIT DE BARDEAUX (SHINGLES)
hh,HC5,96,AUTRE
hh,HC5,99,NON REPONSE
hh,HC6,11,PAS DE MURS
hh,HC6,12,CANE / PALME / TRONCS
hh,HC6,13,BOUE
hh,HC6,21,BAMBOU AVEC BOUE
hh,HC6,22,PIERRE AVEC BOUE
hh,HC6,23,ADOBE NON RECOUVERT/BANCO
hh,HC6,24,CONTRE PLAQUE
hh,HC6,26,BOIS RECYCLE
hh,HC6,31,CIMENT
hh,HC6,32,PIERRE AVEC CHAUX / CIMENT
hh,HC6,33,BRIQUES
hh,HC6,34,BLOCS DE CIMENT
hh,HC6,35,ADOBE/BANCO RECOUVERT
hh,HC6,36,PLANCHES DE BOIS/BARDEAUX
hh,HC6,96,AUTRE
hh,HC6,99,NON REPONSE
hh,HC7A,1,OUI
hh,HC7A,2,NON
hh,HC7A,9,NON REPONSE
hh,HC7B,1,OUI
hh,HC7B,2,NON
hh,HC7B,9,NON REPONSE
hh,HC8,1,"OUI, CONNECTE AU SYSTEME GENERAL (STEG)"
hh,HC8,2,"OUI, EN DEHORS DU SYSTEME (GENERATEUR/SYSTEME ISOLE)"
hh,HC8,3,NON
hh,HC8,9,NON REPONSE
hh,HC9A,1,OUI
hh,HC9A,2,NON
hh,HC9A,9,NON REPONSE
hh,HC9B,1,OUI
hh,HC9B,2,NON
hh,HC9B,9,NON REPONSE
hh,HC9C,1,OUI
hh,HC9C,2,NON
hh,HC9C,9,NON REPONSE
hh,HC9D,1,OUI
hh,HC9D,2,NON
hh,HC9D,9,NON REPONSE
hh,HC9E,1,OUI
hh,HC9E,2,NON
hh,HC9E,9,NON REPONSE
hh,HC9F,1,OUI
hh,HC9F,2,NON
hh,HC9F,9,NON REPONSE
hh,HC10B,1,OUI
hh,HC10B,2,NON
hh,HC10B,9,NON REPONSE
hh,HC10C,1,OUI
hh,HC10C,2,NON
hh,HC10C,9,NON REPONSE
hh,HC10D,1,OUI
hh,HC10D,2,NON
hh,HC10D,9,NON REPONSE
hh,HC10E,1,OUI
hh,HC10E,2,NON
hh,HC10E,9,NON REPONSE
hh,HC10F,1,OUI
hh,HC10F,2,NON
hh,HC10F,9,NON REPONSE
hh,HC11,1,OUI
hh,HC11,2,NON
hh,HC11,9,NON REPONSE
hh,HC12,1,OUI
hh,HC12,2,NON
hh,HC12,9,NON REPONSE
hh,HC13,1,OUI
hh,HC13,2,NON
hh,HC13,9,NON REPONSE
hh,HC14,1,PROPRIETAIRE
hh,HC14,2,LOCATAIRE
hh,HC14,3,"A TITRE GRACIEUX, PROPRIETE DE L’ETAT"
hh,HC14,4,A TITRE GRACIEUX PROPRIETE FAMILIALE
hh,HC14,6,AUTRE (PRECISER)
hh,HC14,9,NON REPONSE
hh,HC15,1,OUI
hh,HC15,2,NON
hh,HC15,9,NON REPONSE
hh,HC16,95,95 OU PLUS
hh,HC16,98,NSP
hh,HC16,99,NON REPONSE
hh,HC17,1,OUI
hh,HC17,2,NON
hh,HC17,9,NON REPONSE
hh,HC18A,95,95+
hh,HC18A,98,NSP
hh,HC18A,99,NON RESPONSE
hh,HC18B,95,95+
hh,HC18B,98,NSP
hh,HC18B,99,NON RESPONSE
hh,HC18C,95,95+
hh,HC18C,98,NSP
hh,HC18C,99,NON RESPONSE
hh,HC18D,95,95+
hh,HC18D,98,NSP
hh,HC18D,99,NON RESPONSE
hh,HC18E,95,95+
hh,HC18E,98,NSP
hh,HC18E,99,NON RESPONSE
hh,HC18F,95,95+
hh,HC18F,98,NSP
hh,HC18F,99,NON RESPONSE
hh,HC18X,95,95+
hh,HC18X,98,NSP
hh,HC18X,99,NON RESPONSE
hh,HC19,1,OUI
hh,HC19,2,NON
hh,HC19,9,NON REPONSE
hh,ST2$1,1,OUI
hh,ST2$1,2,NON
hh,ST2$1,9,NON REPONSE
hh,ST2$2,1,OUI
hh,ST2$2,2,NON
hh,ST2$2,9,NON REPONSE
hh,ST2$3,1,OUI
hh,ST2$3,2,NON
hh,ST2$3,9,NON REPONSE
hh,ST2$4,1,OUI
hh,ST2$4,2,NON
hh,ST2$4,9,NON REPONSE
hh,ST2$5,1,OUI
hh,ST2$5,2,NON
hh,ST2$5,9,NON REPONSE
hh,ST2$6,1,OUI
hh,ST2$6,2,NON
hh,ST2$6,9,NON REPONSE
hh,ST3$1,1,OUI
hh,ST3$1,2,NON
hh,ST3$1,8,NSP
hh,ST3$1,9,NON REPONSE
hh,ST3$2,1,OUI
hh,ST3$2,2,NON
hh,ST3$2,8,NSP
hh,ST3$2,9,NON REPONSE
hh,ST3$3,1,OUI
hh,ST3$3,2,NON
hh,ST3$3,8,NSP
hh,ST3$3,9,NON REPONSE
hh,ST3$4,1,OUI
hh,ST3$4,2,NON
hh,ST3$4,8,NSP
hh,ST3$4,9,NON REPONSE
hh,ST3$5,1,OUI
hh,ST3$5,2,NON
hh,ST3$5,8,NSP
hh,ST3$5,9,NON REPONSE
hh,ST3$6,1,OUI
hh,ST3$6,2,NON
hh,ST3$6,8,NSP
hh,ST3$6,9,NON REPONSE
hh,ST3A$1,1,OUI
hh,ST3A$1,2,NON
hh,ST3A$2,1,OUI
hh,ST3A$2,2,NON
hh,ST3A$3,1,OUI
hh,ST3A$3,2,NON
hh,ST3A$4,1,OUI
hh,ST3A$4,2,NON
hh,ST3A$5,1,OUI
hh,ST3A$5,2,NON
hh,ST3A$6,1,OUI
hh,ST3A$6,2,NON
hh,ST3B$1,1,OUI
hh,ST3B$1,2,NON
hh,ST3B$1,8,NSP
hh,ST3B$2,1,OUI
hh,ST3B$2,2,NON
hh,ST3B$2,8,NSP
hh,ST3B$3,1,OUI
hh,ST3B$3,2,NON
hh,ST3B$3,8,NSP
hh,ST3B$4,1,OUI
hh,ST3B$4,2,NON
hh,ST3B$4,8,NSP
hh,ST3B$5,1,OUI
hh,ST3B$5,2,NON
hh,ST3B$5,8,NSP
hh,ST3B$6,1,OUI
hh,ST3B$6,2,NON
hh,ST3B$6,8,NSP
hh,ST3B2$1,1,OUI
hh,ST3B2$1,2,NON
hh,ST3B2$1,8,NSP
hh,ST3B2$2,1,OUI
hh,ST3B2$2,2,NON
hh,ST3B2$2,8,NSP
hh,ST3B2$3,1,OUI
hh,ST3B2$3,2,NON
hh,ST3B2$3,8,NSP
hh,ST3B2$4,1,OUI
hh,ST3B2$4,2,NON
hh,ST3B2$4,8,NSP
hh,ST3B2$5,1,OUI
hh,ST3B2$5,2,NON
hh,ST3B2$5,8,NSP
hh,ST3B2$6,1,OUI
hh,ST3B2$6,2,NON
hh,ST3B2$6,8,NSP
hh,ST3C$1,1,OUI
hh,ST3C$1,2,NON
hh,ST3C$2,1,OUI
hh,ST3C$2,2,NON
hh,ST3C$3,1,OUI
hh,ST3C$3,2,NON
hh,ST3C$4,1,OUI
hh,ST3C$4,2,NON
hh,ST3C$5,1,OUI
hh,ST3C$5,2,NON
hh,ST3C$6,1,OUI
hh,ST3C$6,2,NON
hh,ST3D$1,1,OUI
hh,ST3D$1,2,NON
hh,ST3D$1,8,NSP
hh,ST3D$2,1,OUI
hh,ST3D$2,2,NON
hh,ST3D$2,8,NSP
hh,ST3D$3,1,OUI
hh,ST3D$3,2,NON
hh,ST3D$3,8,NSP
hh,ST3D$4,1,OUI
hh,ST3D$4,2,NON
hh,ST3D$4,8,NSP
hh,ST3D$5,1,OUI
hh,ST3D$5,2,NON
hh,ST3D$5,8,NSP
hh,ST3D$6,1,OUI
hh,ST3D$6,2,NON
hh,ST3D$6,8,NSP
hh,ST4U$1,1,MOIS
hh,ST4U$1,2,ANNEES
hh,ST4U$1,9,NSP / NON REPONSE
hh,ST4U$2,1,MOIS
hh,ST4U$2,2,ANNEES
hh,ST4U$2,9,NSP / NON REPONSE
hh,ST4U$3,1,MOIS
hh,ST4U$3,2,ANNEES
hh,ST4U$3,9,NSP / NON REPONSE
hh,ST4U$4,1,MOIS
hh,ST4U$4,2,ANNEES
hh,ST4U$4,9,NSP / NON REPONSE
hh,ST4U$5,1,MOIS
hh,ST4U$5,2,ANNEES
hh,ST4U$5,9,NSP / NON REPONSE
hh,ST4U$6,1,MOIS
hh,ST4U$6,2,ANNEES
hh,ST4U$6,9,NSP / NON REPONSE
hh,ST4N$1,98,NSP
hh,ST4N$1,99,NON REPONSE
hh,ST4N$2,98,NSP
hh,ST4N$2,99,NON REPONSE
hh,ST4N$3,98,NSP
hh,ST4N$3,99,NON REPONSE
hh,ST4N$4,98,NSP
hh,ST4N$4,99,NON REPONSE
hh,ST4N$5,98,NSP
hh,ST4N$5,99,NON REPONSE
hh,ST4N$6,98,NSP
hh,ST4N$6,99,NON REPONSE
hh,EU1,1,CUISINIERE ELECTRIQUE
hh,EU1,2,CUISINIERE SOLAIRE
hh,EU1,3,CUISINIERE A GAZ LIQUIDE (GPL)
hh,EU1,4,CUISINIERE A GAZ NATUREL (GAZ DE VILLE)
hh,EU1,6,CUISINIERE A COMBUSTIBLE LIQUIDE
hh,EU1,8,CUISINIERE TRADITIONNELLE A COMBUSTIBLE SOLIDE (CHARBON)
hh,EU1,9,"FEU SUR TROIS PIERRES/FEU OUVERT (AU BOIS,PAILLE,ARBUSTES)"
hh,EU1,96,AUTRE (préciser)
hh,EU1,97,PAS DE REPAS PRÉPARÉ DANS MENAGE
hh,EU1,99,NON REPONSE
hh,EU2,1,OUI
hh,EU2,2,NON
hh,EU2,8,NSP
hh,EU2,9,NON REPONSE
hh,EU3,1,OUI
hh,EU3,2,NON
hh,EU3,8,NSP
hh,EU3,9,NON REPONSE
hh,EU4,1,ALCOOL / ETHANOL
hh,EU4,2,ESSENCE / DIESEL
hh,EU4,3,PETROLE / PARAFFINE
hh,EU4,5,CHARBON DE BOIS
hh,EU4,6,BOIS
hh,EU4,7,RESIDUS AGRICOLES / HERBES /PAILLES / ARBUSTES
hh,EU4,8,BOUSE D’ANIMAUX / DECHETS
hh,EU4,9,BIOMASSE MANUFACTUREE (GRANULES) OU COPEAUX DE BOIS
hh,EU4,10,ORDURES / PLASTIQUE
hh,EU4,11,SCIURE
hh,EU4,96,AUTRE (préciser)
hh,EU4,99,NON REPONSE
hh,EU5,1,DANS LA MAISON PRINCIPALE: DANS UNE PIECE NON SEPAREE
hh,EU5,2,DANS LA MAISON PRINCIPALE: DANS UNE PIECE SEPARE
hh,EU5,3,DANS UN BATIMENT SEPARE
hh,EU5,4,DEHORS: A LAIR LIBRE
hh,EU5,5,DEHORS: SUR UNE VERANDA OU UN PORCHE COUVERT
hh,EU5,6,AUTRE
hh,EU5,9,NON REPONSE
hh,EU6,1,CHAUFFAGE CENTRAL
hh,EU6,2,CHAUFFAGE MANUFACTURE
hh,EU6,3,CHAUFFAGE TRADITIONNEL
hh,EU6,4,CUISINIERE MANUFACTUREE
hh,EU6,5,CUISINIERE TRADITIONNELLE
hh,EU6,6,CUISINERE A TROIS PIERRES/FEU OUVERT
hh,EU6,96,AUTRE (préciser)
hh,EU6,97,PAS DE CHAUFFAGE DANS LA MAISON
hh,EU6,99,NON REPONSE
hh,EU7,1,OUI
hh,EU7,2,NON
hh,EU7,8,NSP
hh,EU7,9,NON REPONSE
hh,EU8,1,CHAUFFAGE SOLAIRE
hh,EU8,2,ELECTRICITE
hh,EU8,3,GAZ NATUREL PIPED
hh,EU8,4,GAZ LIQUIDE (GPL) OU GAZ DE CUISSON
hh,EU8,6,ALCOOL / ETHANOL
hh,EU8,7,ESSENCE / DIESEL
hh,EU8,8,PETROLE / PARAFFINE
hh,EU8,9,CHARBON/LIGNITE
hh,EU8,10,CHARCOAL
hh,EU8,11,BOIS
hh,EU8,12,RESIDUS AGRICOLE / HERBES / PAILLE / ARBUSTES
hh,EU8,13,BOUSES D’ANIMAUX/DECHETS
hh,EU8,14,BIOMASS MANUFACTUREE (PELLETS) OU COPEAUX DE BOIS
hh,EU8,15,ORDURES / PLASTIQUES
hh,EU8,16,SCIURE
hh,EU8,96,AUTRE (préciser)
hh,EU8,99,NON REPONSE
hh,EU9,1,ELECTRICITE
hh,EU9,2,LAMPE ELECTRICITE SOLAIRE
hh,EU9,3,"LAMPE DE POCHE, TORCHE, LANTERNE RECHARGEABLE"
hh,EU9,4,"LAMPE DE POCHE, TORCHE LANTERNE A BATTERIE"
hh,EU9,6,LAMPE A ESSENCE
hh,EU9,7,LAMPE A PETROLE/PARAFFINE
hh,EU9,8,CHARBON
hh,EU9,9,BOIS
hh,EU9,10,RESIDUS AGRICOLES/PAILLE/ ARBUSTES
hh,EU9,11,BOUSES D’ANIMAUX
hh,EU9,12,LAMPE A HUILE
hh,EU9,13,BOUGIE
hh,EU9,96,AUTRE
hh,EU9,97,PAS D’ECLAIRAGE DANS LE MENAGE
hh,EU9,99,NON REPONSE
hh,WS1,11,ROBINET: DANS LE LOGEMENT
hh,WS1,12,ROBINET: DANS LA CONCESSION/JARDIN/ PARCELLE
hh,WS1,13,ROBINET: CHEZ LE VOISIN
hh,WS1,14,ROBINET: ROBINET PUBLIC/BORNE FONTAINE
hh,WS1,21,PUITS A POMPE/FORAGE
